city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$)
Rio de Janeiro,24.2,1,1,2,0,not acept,not furnished,198.99,1641.01,69.28,19.5,1928.78
Sao Paulo,77.3,3,2,0,24,not acept,not furnished,405.59,3408.45,148.62,37.1,3999.76
Rio de Janeiro,167.5,3,2,2,3,not acept,not furnished,725.7,5711.03,176.33,43.3,6656.36
Belo Horizonte,79.0,4,3,2,10,acept,not furnished,482.59,2974.55,98.56,30.17,3585.87
Belo Horizonte,18.0,3,4,2,11,acept,not furnished,87.39,,18.21,10.48,1189.9
Curitiba,46.7,3,2,2,8,not acept,not furnished,145.25,1392.01,34.76,16.81,1588.83
Salvador,74.6,1,1,1,26,acept,not furnished,242.37,2189.91,69.48,30.01,2531.77
Sao Paulo,32.0,4,3,0,23,not acept,not furnished,224.02,1120.39,30.88,15.37,1390.66
Sao Paulo,63.8,2,1,2,22,not acept,not furnished,363.45,1953.09,79.55,14.24,2410.33
Salvador,38.3,3,4,3,5,acept,furnished,311.87,2388.98,44.59,23.27,2768.71
Sao Paulo,205.1,4,4,1,3,not acept,not furnished,909.78,5542.45,106.09,76.09,6634.41
Recife,62.5,4,3,1,5,not acept,not furnished,249.18,2301.08,108.24,25.23,2683.73
Salvador,40.5,3,4,2,10,acept,not furnished,301.1,1562.59,22.73,18.82,1905.24
Belo Horizonte,45.5,3,3,1,13,acept,furnished,296.91,1551.54,30.31,19.28,1898.04
Recife,18.0,4,5,1,6,not acept,furnished,93.53,940.64,37.26,5.41,1076.84
Sao Paulo,120.3,4,4,0,12,not acept,furnished,933.02,4874.55,151.18,44.26,6003.01
Rio de Janeiro,41.3,3,4,0,3,acept,not furnished,302.87,2343.24,34.81,23.44,2704.36
Curitiba,54.2,3,2,1,6,acept,furnished,395.17,2841.38,101.77,42.22,3380.54
Rio de Janeiro,120.8,1,1,0,6,acept,furnished,602.39,3693.48,69.56,50.73,4416.16
Fortaleza,31.4,3,4,2,21,not acept,furnished,337.54,2455.95,43.33,36.06,2872.88
Sao Paulo,46.0,2,1,3,12,not acept,furnished,265.1,1782.18,38.04,21.55,2106.87
Belo Horizonte,18.0,2,1,1,18,acept,furnished,143.0,1069.52,26.8,10.51,1249.83
Belo Horizonte,80.1,3,3,0,19,acept,furnished,241.62,2743.7,126.55,40.73,3152.6
Curitiba,83.8,1,2,1,0,acept,not furnished,401.74,2750.6,83.43,30.73,3266.5
Sao Paulo,92.0,1,1,1,24,acept,not furnished,316.36,3682.44,61.98,38.51,4099.29
Rio de Janeiro,144.1,2,3,0,7,not acept,not furnished,365.85,3974.2,193.77,59.35,4593.17
Salvador,20.3,2,1,1,14,acept,not furnished,231.37,1424.08,36.06,14.97,1706.48
Sao Paulo,32.9,2,1,1,8,not acept,not furnished,239.53,1756.79,83.62,12.25,2092.19
Salvador,18.0,4,3,2,23,not acept,not furnished,282.61,1951.95,48.31,17.93,2300.8
Belo Horizonte,84.2,3,3,1,5,acept,not furnished,250.01,2495.25,33.58,25.65,2804.49
Porto Alegre,18.0,2,3,1,29,not acept,not furnished,76.51,471.63,16.72,6.31,571.17
Curitiba,65.1,2,2,3,11,not acept,not furnished,210.91,2379.68,113.06,23.57,2727.22
Sao Paulo,132.5,3,3,1,21,not acept,not furnished,522.78,4735.35,180.19,54.01,5492.33
Belo Horizonte,86.1,3,3,2,19,acept,not furnished,609.96,3238.29,37.67,46.53,3932.45
Salvador,18.0,3,3,1,22,not acept,not furnished,88.29,1062.73,21.51,13.56,1186.09
Rio de Janeiro,123.5,2,2,1,16,not acept,not furnished,729.42,4303.2,141.46,43.63,5217.71
Recife,73.9,1,1,0,10,not acept,furnished,251.97,2544.36,26.02,22.84,2845.19
Rio de Janeiro,18.0,2,1,1,3,acept,furnished,83.99,466.65,14.67,5.31,570.62
Sao Paulo,39.8,3,2,2,14,acept,furnished,344.25,2250.93,94.65,33.45,2723.28
Rio de Janeiro,93.4,3,3,2,0,acept,not furnished,215.97,2569.47,127.23,29.48,2942.15
Recife,67.4,4,3,3,0,acept,furnished,230.5,2845.03,89.29,19.97,3184.79
Rio de Janeiro,66.6,2,1,2,18,not acept,not furnished,420.78,2823.08,104.97,19.67,3368.5
Salvador,57.4,3,2,1,13,acept,not furnished,327.19,1866.89,30.16,11.18,2235.42
Fortaleza,77.8,5,5,0,14,not acept,not furnished,358.64,19502.724715200573,31.82,14.62,2569.61
Rio de Janeiro,18.0,3,4,0,8,acept,furnished,56.28,487.43,17.41,6.82,567.94
Sao Paulo,171.0,3,4,2,24,acept,not furnished,1049.88,6291.38,103.22,50.55,7495.03
Porto Alegre,78.7,4,3,1,4,not acept,not furnished,336.47,2968.36,120.33,16.74,3441.9
Rio de Janeiro,76.2,2,2,1,17,acept,not furnished,482.68,3462.39,130.61,41.28,4116.96
Porto Alegre,45.0,1,2,2,26,acept,not furnished,113.54,1065.64,26.51,5.79,1211.48
Rio de Janeiro,129.7,5,4,2,25,not acept,not furnished,424.57,29848.04061154832,166.13,23.55,5136.98
Rio de Janeiro,39.7,3,3,1,0,not acept,not furnished,265.26,1358.71,33.77,11.11,1668.85
Porto Alegre,122.5,3,4,0,6,acept,not furnished,484.2,3068.65,106.68,15.61,3675.14
Rio de Janeiro,44.7,4,5,2,21,not acept,not furnished,291.29,2724.94,99.17,27.68,3143.08
Rio de Janeiro,121.9,2,2,3,22,acept,furnished,460.91,4863.1,186.88,58.33,5569.22
Rio de Janeiro,137.5,3,4,0,13,acept,not furnished,511.72,4614.56,143.3,32.61,5302.19
Rio de Janeiro,54.7,3,2,3,4,not acept,furnished,256.12,2056.2,51.01,22.46,2385.79
Belo Horizonte,90.7,2,1,1,6,acept,not furnished,602.59,3277.5,113.71,30.55,4024.35
Salvador,18.0,1,1,2,24,acept,furnished,203.94,1259.79,36.85,17.14,1517.72
Rio de Janeiro,50.1,3,3,2,4,not acept,not furnished,251.57,2041.75,25.28,20.55,2339.15
Belo Horizonte,58.7,1,1,2,29,acept,not furnished,338.08,2838.0,83.96,24.32,3284.36
Curitiba,83.4,2,2,1,14,not acept,not furnished,418.23,3853.75,95.09,39.35,4406.42
Sao Paulo,263.0,2,3,0,7,acept,not furnished,747.84,7996.67,98.28,59.31,8902.1
Sao Paulo,82.9,3,4,0,10,not acept,not furnished,743.34,4054.1,58.07,36.39,4891.9
Fortaleza,36.9,4,5,1,6,not acept,not furnished,213.26,1561.2,51.29,16.04,1841.79
Porto Alegre,32.0,3,4,0,10,acept,furnished,220.22,1137.85,48.58,13.8,1420.45
Belo Horizonte,24.5,2,2,1,2,not acept,not furnished,235.85,1358.72,39.47,9.21,1643.25
Curitiba,48.4,5,6,1,25,not acept,not furnished,342.09,2096.32,25.03,26.53,2489.97
Sao Paulo,204.7,1,1,1,29,acept,not furnished,916.48,61772.4544392146,329.38,44.33,8830.87
Belo Horizonte,74.2,2,1,1,19,not acept,not furnished,340.82,2496.79,91.33,13.02,2941.96
Belo Horizonte,77.7,2,3,2,24,not acept,not furnished,262.25,2417.48,112.72,32.59,2825.04
Belo Horizonte,88.0,2,2,3,5,acept,not furnished,509.05,2893.23,143.52,16.62,3562.42
Rio de Janeiro,102.2,2,1,3,0,not acept,furnished,563.07,4141.59,181.63,56.46,4942.75
Sao Paulo,83.2,2,3,2,18,acept,furnished,749.7,4291.47,199.19,62.87,5303.23
Sao Paulo,110.3,2,3,2,24,not acept,not furnished,331.61,3690.44,150.34,44.15,4216.54
Recife,60.5,3,4,2,25,acept,furnished,286.66,2434.33,113.65,24.04,2858.68
Rio de Janeiro,80.3,2,2,2,15,acept,not furnished,258.09,2850.57,82.2,29.67,3220.53
Rio de Janeiro,74.0,3,3,0,18,not acept,furnished,432.29,2866.57,134.79,27.94,3461.59
Sao Paulo,100.8,3,2,3,9,not acept,not furnished,567.6,3401.97,62.92,29.49,4061.98
Sao Paulo,145.9,2,3,1,25,not acept,not furnished,975.63,5601.45,82.5,55.36,6714.94
Curitiba,83.4,4,3,1,20,not acept,furnished,411.13,3303.68,95.4,25.31,3835.52
Belo Horizonte,107.6,3,3,1,3,not acept,not furnished,377.87,3919.07,79.59,27.05,4403.58
Belo Horizonte,78.2,2,3,1,6,not acept,not furnished,534.81,2725.65,98.64,22.39,3381.49
Sao Paulo,26.8,2,1,2,2,acept,not furnished,133.74,13444.186732541213,55.48,6.54,1496.81
Porto Alegre,69.9,3,4,1,14,acept,not furnished,326.38,2748.4,51.3,25.72,3151.8
Sao Paulo,18.0,3,3,2,4,not acept,not furnished,46.63,400.0,5.12,2.18,453.93
Sao Paulo,55.0,3,2,1,2,not acept,furnished,350.8,2034.85,69.83,13.14,2468.62
Rio de Janeiro,173.3,2,3,0,3,acept,furnished,1194.12,6620.04,240.77,59.19,8114.12
Sao Paulo,176.4,3,4,1,6,not acept,not furnished,750.18,6565.98,218.04,78.26,7612.46
Sao Paulo,80.3,3,4,1,24,acept,not furnished,403.81,3542.3,133.35,37.04,4116.5
Curitiba,27.6,4,3,1,28,not acept,not furnished,263.03,17174.443877578804,19.88,13.14,1912.01
Curitiba,55.7,3,3,0,30,acept,furnished,200.44,1094.85,40.93,6.28,1342.5
Salvador,38.8,2,2,1,0,not acept,furnished,48.89,498.11,15.12,4.58,566.7
Rio de Janeiro,154.8,1,1,2,16,acept,not furnished,1003.97,5069.09,108.94,71.32,6253.32
Sao Paulo,19.6,2,3,1,6,acept,furnished,327.96,2024.64,55.93,13.54,2422.07
Sao Paulo,92.9,3,2,1,30,not acept,not furnished,326.84,2812.87,49.13,38.32,3227.16
Recife,27.8,2,1,0,30,acept,not furnished,292.54,1702.21,18.67,21.61,2035.03
Belo Horizonte,123.2,3,3,1,28,acept,not furnished,268.34,3133.38,55.97,33.25,3490.94
Curitiba,61.4,3,2,1,0,acept,not furnished,392.29,2073.4,62.84,19.83,2548.36
Sao Paulo,22.7,2,3,2,2,not acept,furnished,164.05,,33.03,13.83,1406.28
Belo Horizonte,80.2,3,3,0,16,not acept,furnished,333.79,3163.73,152.84,39.69,3690.05
Sao Paulo,77.0,3,3,3,3,acept,furnished,506.97,3146.3,144.84,40.27,3838.38
Belo Horizonte,42.9,2,3,1,26,acept,not furnished,154.76,1697.51,33.66,20.36,1906.29
Fortaleza,18.0,4,3,1,20,not acept,not furnished,259.75,1896.26,50.8,16.43,2223.24
Recife,54.0,3,3,2,3,acept,furnished,394.83,2049.25,99.8,10.75,2554.63
Belo Horizonte,35.7,2,1,0,24,not acept,furnished,296.19,1891.07,49.11,18.63,2255.0
Rio de Janeiro,62.5,4,5,1,14,acept,not furnished,230.57,2524.41,124.33,16.24,2895.55
Recife,51.3,3,3,2,21,acept,furnished,360.59,1947.46,37.32,18.51,2363.88
Curitiba,24.5,3,4,2,2,not acept,furnished,84.67,471.59,16.06,4.52,576.84
Sao Paulo,132.3,3,3,2,14,not acept,furnished,656.78,3891.92,157.15,39.32,4745.17
Rio de Janeiro,23.0,2,3,0,23,acept,furnished,175.67,1763.65,26.67,25.39,1991.38
Sao Paulo,106.4,2,1,2,9,acept,not furnished,529.4,3434.76,168.81,38.79,4171.76
Rio de Janeiro,18.0,3,4,1,3,acept,furnished,76.15,,16.37,2.36,531.87
Rio de Janeiro,97.8,1,2,2,18,not acept,not furnished,676.89,4086.98,51.89,50.43,4866.19
Belo Horizonte,86.2,4,5,0,19,not acept,furnished,439.77,3663.81,47.11,43.57,4194.26
Rio de Janeiro,65.1,2,3,2,4,acept,furnished,380.34,1960.57,43.47,25.17,2409.55
Sao Paulo,199.6,3,4,1,0,acept,furnished,864.96,8323.36,405.0,72.93,9666.25
Belo Horizonte,125.9,3,2,1,3,not acept,not furnished,428.78,3234.39,140.52,45.66,3849.35
Salvador,50.4,3,2,0,6,acept,not furnished,143.24,1108.61,44.18,13.08,1309.11
Curitiba,30.7,3,3,0,0,not acept,not furnished,145.65,776.53,15.61,5.16,942.95
Rio de Janeiro,113.2,3,4,1,28,not acept,furnished,353.18,3362.35,147.82,40.17,3903.52
Fortaleza,80.6,2,1,0,5,acept,not furnished,417.63,2420.58,76.75,22.39,2937.35
Fortaleza,61.9,1,2,2,22,not acept,furnished,316.15,2197.6,108.97,19.77,2642.49
Sao Paulo,110.5,4,5,2,11,not acept,furnished,732.97,4792.28,100.15,27.54,5652.94
Sao Paulo,214.0,4,4,2,14,not acept,not furnished,526.03,6396.64,289.54,75.0,7287.21
Porto Alegre,58.5,2,3,0,15,not acept,not furnished,302.68,1879.59,23.36,15.88,2221.51
Salvador,20.9,2,1,1,23,acept,not furnished,199.12,1861.24,79.73,19.86,2159.95
Recife,73.6,2,2,0,23,acept,not furnished,196.0,1457.77,47.97,20.29,1722.03
Fortaleza,73.0,4,4,1,2,not acept,not furnished,147.39,1075.16,30.92,9.35,1262.82
Belo Horizonte,98.2,2,2,2,7,not acept,not furnished,616.6,3154.91,59.57,22.2,3853.28
Belo Horizonte,56.1,2,3,1,16,not acept,not furnished,353.87,2604.76,43.65,27.28,3029.56
Sao Paulo,123.8,2,2,2,8,not acept,not furnished,432.29,3322.59,80.94,49.68,3885.5
Sao Paulo,98.2,3,2,3,2,acept,not furnished,461.3,2693.85,44.65,25.43,3225.23
Rio de Janeiro,18.0,4,3,1,11,acept,not furnished,147.97,1134.44,22.22,11.04,1315.67
Curitiba,119.8,2,2,0,4,not acept,not furnished,777.54,4201.38,207.93,21.78,5208.63
Belo Horizonte,73.4,1,1,2,2,not acept,furnished,246.99,1721.04,75.36,14.89,2058.28
Porto Alegre,105.8,3,3,1,7,not acept,furnished,687.57,3724.91,43.4,55.12,4511.0
Sao Paulo,73.5,2,3,1,7,acept,furnished,513.18,3209.09,73.0,30.59,3825.86
Belo Horizonte,81.9,1,1,1,0,not acept,furnished,409.84,2591.9,43.05,14.83,3059.62
Sao Paulo,85.8,4,4,0,17,not acept,furnished,484.58,3277.75,56.56,41.88,3860.77
Rio de Janeiro,128.6,4,5,2,8,acept,not furnished,502.54,3601.09,59.49,49.38,4212.5
Porto Alegre,45.3,5,5,1,3,not acept,not furnished,326.53,2641.3,86.2,31.81,3085.84
Curitiba,41.0,3,3,0,24,not acept,furnished,431.49,2450.07,41.67,19.46,2942.69
Recife,78.7,2,1,2,0,acept,not furnished,330.65,2109.02,105.13,17.25,2562.05
Sao Paulo,108.4,3,2,1,12,not acept,furnished,390.27,4266.75,75.18,48.08,4780.28
Rio de Janeiro,98.6,2,1,2,12,not acept,not furnished,532.7,3303.75,147.96,40.1,4024.51
Rio de Janeiro,39.6,2,3,2,20,not acept,not furnished,192.22,2239.85,93.26,27.94,2553.27
Rio de Janeiro,36.8,2,1,1,10,acept,not furnished,78.85,400.0,19.34,5.5,503.69
Salvador,69.3,5,4,0,14,not acept,furnished,308.64,2604.0,123.92,29.71,3066.27
Curitiba,76.8,3,3,1,27,acept,not furnished,335.61,3565.2,109.67,38.49,4048.97
Fortaleza,19.1,1,2,0,3,not acept,furnished,50.4,467.48,23.27,4.47,545.62
Sao Paulo,89.0,1,1,0,1,not acept,furnished,967.99,4988.36,230.97,68.99,6256.31
Fortaleza,44.9,4,4,2,22,not acept,furnished,276.88,1988.22,58.11,17.26,2340.47
Sao Paulo,60.4,4,5,3,22,acept,furnished,525.75,,77.09,21.13,3289.36
Fortaleza,18.0,3,4,2,28,acept,not furnished,47.64,400.0,15.65,5.36,468.65
Rio de Janeiro,72.4,2,2,2,30,acept,not furnished,182.59,2143.56,64.68,19.11,2409.94
Rio de Janeiro,97.4,3,3,2,10,acept,not furnished,563.7,2962.65,136.33,41.41,3704.09
Belo Horizonte,18.0,3,3,0,10,not acept,not furnished,76.06,400.0,5.72,4.69,486.47
Recife,53.8,4,5,0,27,not acept,furnished,312.01,2549.85,122.46,36.56,3020.88
Sao Paulo,116.0,2,2,2,26,not acept,furnished,890.39,5591.68,276.05,35.56,6793.68
Rio de Janeiro,110.0,3,3,0,10,acept,not furnished,476.35,4296.67,213.45,29.17,5015.64
Salvador,55.5,2,1,2,0,acept,furnished,214.61,1384.55,51.41,20.06,1670.63
Rio de Janeiro,161.9,2,1,1,17,not acept,not furnished,433.54,4942.85,53.91,64.1,5494.4
Sao Paulo,238.8,2,1,0,6,acept,not furnished,907.92,7469.56,312.09,79.84,8769.41
Rio de Janeiro,60.2,4,3,2,27,acept,not furnished,253.88,2006.85,80.95,27.13,2368.81
Rio de Janeiro,116.6,2,1,1,24,not acept,furnished,335.42,2858.01,46.53,34.53,3274.49
Fortaleza,64.0,2,2,1,27,acept,not furnished,329.59,2373.41,50.72,23.38,2777.1
Porto Alegre,53.8,2,2,2,0,acept,not furnished,436.57,2746.22,49.77,33.15,3265.71
Belo Horizonte,47.7,4,5,1,26,acept,furnished,367.13,2622.36,122.66,23.96,3136.11
Recife,29.5,3,4,1,17,acept,furnished,73.83,552.43,13.19,8.03,647.48
Rio de Janeiro,139.5,1,2,2,4,not acept,furnished,806.67,5058.35,242.08,50.21,6157.31
Sao Paulo,73.8,1,1,2,7,acept,furnished,692.97,3817.92,94.29,24.1,4629.28
Sao Paulo,29.5,3,2,1,12,not acept,not furnished,227.9,1709.58,42.36,14.8,1994.64
Rio de Janeiro,102.9,2,2,0,18,not acept,furnished,473.73,3464.0,80.43,38.48,4056.64
Sao Paulo,130.1,2,2,0,5,acept,not furnished,1052.11,5708.73,248.24,51.91,7060.99
Recife,19.9,3,4,1,4,not acept,furnished,115.95,1431.86,26.28,20.85,1594.94
Porto Alegre,22.8,1,2,2,27,not acept,not furnished,51.79,400.0,15.04,5.83,472.66
Sao Paulo,93.6,5,6,2,25,not acept,not furnished,277.51,3356.91,44.14,37.29,3715.85
Belo Horizonte,96.4,1,2,2,23,not acept,not furnished,414.52,3311.28,165.14,16.9,3907.84
Porto Alegre,58.1,1,1,2,23,acept,not furnished,181.52,1633.88,47.96,15.22,1878.58
Recife,76.3,2,3,1,23,acept,furnished,393.36,2679.0,40.17,30.63,3143.16
Fortaleza,56.6,3,2,2,28,acept,furnished,348.41,2564.76,72.57,35.96,3021.7
Belo Horizonte,60.2,2,2,1,25,acept,not furnished,187.06,2026.33,26.69,14.29,2254.37
Porto Alegre,27.5,3,2,1,10,acept,furnished,229.94,1597.92,59.62,9.36,1896.84
Belo Horizonte,135.6,2,2,2,13,acept,not furnished,545.23,3340.09,99.08,40.02,4024.42
Belo Horizonte,74.5,1,1,1,17,not acept,not furnished,306.39,3532.98,52.92,26.49,3918.78
Sao Paulo,18.0,4,5,2,13,acept,furnished,122.89,1464.56,50.39,20.24,1658.08
Sao Paulo,59.3,4,3,3,7,acept,not furnished,752.41,4041.9,87.33,55.19,4936.83
Belo Horizonte,73.0,3,3,2,26,acept,furnished,280.66,1896.11,90.42,20.05,2287.24
Sao Paulo,148.9,4,3,0,24,not acept,furnished,574.71,6176.7,223.7,60.95,7036.06
Sao Paulo,97.6,1,1,1,10,acept,furnished,577.12,3472.62,91.05,18.89,4159.68
Porto Alegre,69.2,2,2,2,1,acept,not furnished,510.92,2794.98,43.51,41.81,3391.22
Sao Paulo,85.2,2,2,1,0,not acept,furnished,726.62,3706.38,140.74,27.39,4601.13
Belo Horizonte,21.4,5,4,1,0,not acept,furnished,190.76,1062.17,30.71,9.62,1293.26
Belo Horizonte,27.2,3,3,1,2,acept,not furnished,311.75,1833.67,73.28,20.49,2239.19
Recife,71.5,1,1,2,19,not acept,furnished,442.76,2388.08,85.85,21.73,2938.42
Rio de Janeiro,105.9,2,1,2,4,acept,furnished,648.84,4684.72,163.46,61.73,5558.75
Sao Paulo,20.8,1,2,2,18,not acept,not furnished,55.34,3383.5556925216865,15.75,2.29,473.38
Belo Horizonte,25.1,2,1,0,8,acept,not furnished,242.04,1502.3,36.39,18.92,1799.65
Salvador,19.0,3,3,1,27,acept,not furnished,158.63,857.21,41.74,6.22,1063.8
Recife,70.9,2,2,0,13,acept,furnished,322.91,3073.89,145.85,35.98,3578.63
Rio de Janeiro,57.8,1,1,2,20,acept,not furnished,206.25,1565.3,60.57,20.11,1852.23
Rio de Janeiro,56.4,1,1,1,13,acept,not furnished,590.1,3459.22,51.15,45.61,4146.08
Fortaleza,101.5,3,2,0,28,acept,not furnished,235.09,2063.64,87.81,23.23,2409.77
Sao Paulo,18.0,3,4,0,20,not acept,not furnished,34.67,400.0,9.18,4.98,448.83
Belo Horizonte,18.0,2,1,0,19,not acept,furnished,60.65,468.61,7.21,5.8,542.27
Rio de Janeiro,136.0,3,3,1,17,acept,furnished,1099.78,5590.91,206.12,28.83,6925.64
Sao Paulo,196.8,2,1,2,30,acept,furnished,1222.0,7757.28,317.62,85.42,9382.32
Rio de Janeiro,187.6,1,2,1,20,acept,not furnished,997.21,5753.22,255.3,46.5,7052.23
Sao Paulo,89.2,4,5,1,22,acept,not furnished,283.32,3074.7,45.48,29.96,3433.46
Curitiba,36.3,2,3,2,0,not acept,not furnished,205.35,1431.32,26.1,16.4,1679.17
Recife,48.1,2,3,1,24,not acept,not furnished,323.1,1744.52,80.37,24.82,2172.81
Sao Paulo,171.0,4,5,1,17,not acept,not furnished,1153.59,6216.06,117.28,72.52,7559.45
Salvador,18.0,2,1,0,8,not acept,not furnished,217.49,1100.94,37.07,10.01,1365.51
Sao Paulo,114.2,1,2,0,17,acept,not furnished,891.1,4979.18,86.87,44.29,6001.44
Belo Horizonte,81.4,4,5,2,18,acept,furnished,440.29,2381.45,36.71,19.16,2877.61
Sao Paulo,122.1,1,1,1,6,not acept,furnished,562.14,5372.44,105.37,60.35,6100.3
Fortaleza,24.4,3,4,0,12,acept,not furnished,130.92,16663.372949412544,30.13,18.51,1754.42
Porto Alegre,32.4,2,1,1,21,acept,not furnished,201.73,1271.44,22.67,18.12,1513.96
Curitiba,92.4,3,3,0,5,not acept,not furnished,418.55,2571.27,35.7,15.83,3041.35
Salvador,80.5,3,2,2,25,acept,furnished,441.8,2324.22,29.88,33.63,2829.53
Curitiba,127.5,2,2,0,0,acept,not furnished,573.52,3905.2,88.48,39.51,4606.71
Recife,54.0,3,4,0,17,acept,furnished,405.09,3094.89,71.34,36.32,3607.64
Curitiba,43.2,4,3,1,10,not acept,furnished,233.43,1215.0,50.06,14.36,1512.85
Fortaleza,18.0,1,1,1,0,acept,furnished,83.04,799.47,34.56,5.28,922.35
Belo Horizonte,108.1,4,3,2,23,acept,furnished,442.48,3247.8,52.01,38.69,3780.98
Sao Paulo,82.5,1,1,0,15,acept,not furnished,284.84,3342.41,139.4,23.68,3790.33
Belo Horizonte,46.8,1,2,1,21,not acept,not furnished,418.82,2388.42,49.46,20.1,2876.8
Sao Paulo,99.5,5,4,1,10,not acept,furnished,670.38,4329.37,129.54,59.42,5188.71
Belo Horizonte,61.1,3,2,2,26,not acept,not furnished,238.2,2074.81,27.88,27.83,2368.72
Rio de Janeiro,41.1,2,1,1,0,not acept,not furnished,281.9,1948.23,50.52,23.26,2303.91
Curitiba,18.0,3,4,1,5,not acept,not furnished,252.28,1552.88,18.82,10.27,1834.25
Sao Paulo,144.0,2,3,1,24,acept,furnished,909.39,5197.64,53.39,36.64,6197.06
Sao Paulo,144.3,3,3,1,29,not acept,furnished,559.98,6061.56,286.67,71.31,6979.52
Rio de Janeiro,71.6,3,2,1,25,not acept,not furnished,204.51,1983.49,83.19,15.47,2286.66
Recife,66.1,4,4,1,5,not acept,not furnished,308.3,2160.02,39.99,17.1,2525.41
Rio de Janeiro,165.7,1,1,0,9,not acept,not furnished,961.08,5816.47,124.21,39.71,6941.47
Rio de Janeiro,72.4,2,3,0,23,acept,not furnished,522.4,2814.67,42.59,25.3,3404.96
Curitiba,34.3,1,1,0,29,not acept,not furnished,107.44,739.12,11.85,4.61,863.02
Belo Horizonte,67.5,1,2,3,7,not acept,not furnished,233.71,2005.06,66.75,24.08,2329.6
Sao Paulo,195.5,4,3,3,10,acept,furnished,1419.87,7761.51,256.54,39.13,9477.05
Rio de Janeiro,21.0,4,4,1,0,not acept,furnished,91.79,470.01,15.3,2.52,579.62
Sao Paulo,102.5,3,4,0,14,acept,not furnished,450.58,4100.35,47.06,53.02,4651.01
Recife,72.5,3,4,1,0,not acept,not furnished,302.39,1986.03,74.32,12.62,2375.36
Sao Paulo,53.9,4,3,2,0,acept,furnished,280.49,2365.42,26.09,31.36,2703.36
Rio de Janeiro,140.3,1,1,2,23,acept,furnished,1237.17,6755.08,335.2,35.01,8362.46
Sao Paulo,59.5,1,2,1,9,acept,furnished,531.74,4120.85,178.15,27.15,4857.89
Sao Paulo,35.5,2,2,1,28,not acept,furnished,238.89,1259.52,59.18,12.45,1570.04
Porto Alegre,59.7,4,5,1,21,not acept,not furnished,416.97,3043.79,127.35,27.48,3615.59
Sao Paulo,104.9,3,4,0,7,acept,furnished,744.26,4434.17,100.8,43.36,5322.59
Sao Paulo,133.2,3,4,0,20,acept,furnished,785.87,6475.43,115.49,96.25,7473.04
Rio de Janeiro,96.8,2,2,1,26,not acept,furnished,604.63,4221.7,125.3,47.04,4998.67
Sao Paulo,121.4,3,3,2,12,not acept,not furnished,684.21,4201.47,175.7,27.13,5088.51
Sao Paulo,105.2,4,4,2,16,acept,not furnished,344.18,3346.8,103.87,22.77,3817.62
Salvador,49.7,2,2,2,4,not acept,not furnished,184.95,1832.74,40.34,23.48,2081.51
Porto Alegre,50.0,3,3,2,11,not acept,furnished,172.69,1909.53,39.05,15.73,2137.0
Fortaleza,30.4,2,2,1,16,acept,not furnished,214.64,1755.43,51.6,19.62,2041.29
Salvador,22.8,3,3,0,18,not acept,not furnished,231.78,1537.9,39.92,13.98,1823.58
Curitiba,52.7,3,2,1,21,not acept,furnished,224.56,2415.13,84.61,14.14,2738.44
Sao Paulo,161.7,2,2,1,29,acept,furnished,608.45,6210.78,65.27,92.93,6977.43
Porto Alegre,34.7,2,2,2,25,not acept,furnished,236.22,1354.14,47.79,12.38,1650.53
Salvador,61.6,1,1,0,26,not acept,furnished,336.82,2543.31,73.77,16.22,2970.12
Porto Alegre,18.0,4,3,3,16,not acept,furnished,137.18,1512.44,63.54,20.07,1733.23
Belo Horizonte,100.0,5,5,3,2,acept,not furnished,339.33,2868.84,61.63,27.93,3297.73
Sao Paulo,113.2,3,3,0,18,not acept,furnished,576.15,4251.84,175.98,26.52,5030.49
Salvador,38.0,2,2,1,11,acept,not furnished,43.35,400.0,19.3,4.31,466.96
Porto Alegre,56.2,3,2,2,0,acept,not furnished,301.09,1866.6,52.55,23.22,2243.46
Recife,69.9,3,4,0,4,not acept,not furnished,259.81,1469.23,36.16,12.19,1777.39
Sao Paulo,83.5,2,3,2,22,not acept,not furnished,327.04,1890.68,83.61,18.95,2320.28
Sao Paulo,141.4,1,2,2,18,not acept,furnished,785.45,5302.51,102.99,73.26,6264.21
Sao Paulo,65.5,4,5,1,30,acept,not furnished,432.1,3207.43,126.08,28.07,3793.68
Porto Alegre,86.0,3,4,0,28,not acept,furnished,619.15,3238.27,106.56,46.3,4010.28
Sao Paulo,174.7,4,4,2,17,not acept,furnished,694.97,7413.82,202.06,56.45,8367.3
Sao Paulo,114.8,2,3,1,2,not acept,not furnished,430.33,,53.86,29.95,3559.52
